id_ligne;sens;societe;raison_sociale;campagne_appro;date_operation;nom_mois_date_operation;annee_date_operation;code_site;bon_origine;code_type_document;numero_bon;code_type_ligne;responsable_region;technicien;code_tiers;tiers_facture;code_famille;famille_2;famille_3;code_produit;libelle_produit;dose_hectare;pourcentage_azote;quantite;reste_a_livrer;unite;prix_net;montant_ht;facture;created_at;updated_at;data_hash
1504628;V;1000001;INTERVAL;2025-2026;16/01/2026 01:00;January;2026;137;;BCCF;BCCF-INT0013209;1;BIGAND CHRISTOPHE;VANHOORNE Thibaut;3279;GAEC DES 2 DOMAINES;41;FONGICIDES;FONG.CEREALES T3;20021012;STOCKHOLM EC 5L;0.800000;0.0000;5.0000;0.0000;LITRE;24.000000;120.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;b9b28eb6c1d8dbec74e45756cec89e8d
1444023;V;1000001;INTERVAL;2025-2026;02/10/2025 02:00;October;2025;185;;BLF;BLF-INT0057077;1;ROBITAILLE ERIC;CREUSOT Régis;45674;EARL DE LA CHAUME (88);43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;2.9520;0.0000;Tonne;8.000000;23.62;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;625f7c15d7dd92b023acb8a93bfb645c
1444108;V;1000001;INTERVAL;2025-2026;06/10/2025 02:00;October;2025;185;;BLF;BLF-INT0057103;1;ROBITAILLE ERIC;CREUSOT Régis;4948;GAEC BESANCON MARSOT;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;5.8250;0.0000;Tonne;8.000000;46.60;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;2ee918bd1fb44a00556de292fff8ed35
1444109;V;1000001;INTERVAL;2025-2026;06/10/2025 02:00;October;2025;185;;BLF;BLF-INT0057103;1;ROBITAILLE ERIC;CREUSOT Régis;4948;GAEC BESANCON MARSOT;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;5.8300;0.0000;Tonne;8.000000;46.64;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;56f767765aee20c59d65a4c104e2f422
1443569;V;1000001;INTERVAL;2025-2026;18/09/2025 02:00;September;2025;185;;BLF;BLF-INT0056897;1;ROBITAILLE ERIC;CREUSOT Régis;46427;GAEC  DE SAINT HUBERT;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;7.8230;0.0000;Tonne;9.360000;73.22;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;02cc184eff2d022c0fbcfa7c0653b19b
1443645;V;1000001;INTERVAL;2025-2026;22/09/2025 02:00;September;2025;185;;BLF;BLF-INT0056930;1;ROBITAILLE ERIC;VERNEREY Rémi;50244;GAEC DES ETANCHES;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;3.0230;0.0000;Tonne;8.000000;24.18;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;67d55bc2c7905fd406dffb845f126c97
1443753;V;1000001;INTERVAL;2025-2026;24/09/2025 02:00;September;2025;185;;BLF;BLF-INT0056959;1;ROBITAILLE ERIC;CREUSOT Régis;44279;GAEC  DE LA SENTINELLE;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;5.0900;0.0000;Tonne;8.000000;40.72;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;3b160629ed8c1db8fee3b850f5f8d6ac
1470685;V;1000001;INTERVAL;2025-2026;12/11/2025 01:00;November;2025;185;;BLF;BLF-INT0060348;1;ROBITAILLE ERIC;VERNEREY Rémi;11769;GAEC DES GRANDS CHAMPS;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;2.9490;0.0000;Tonne;8.000000;23.59;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;3214e01fce3d79039813b515c165397a
1470686;V;1000001;INTERVAL;2025-2026;12/11/2025 01:00;November;2025;185;;BLF;BLF-INT0060348;1;ROBITAILLE ERIC;VERNEREY Rémi;11769;GAEC DES GRANDS CHAMPS;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;3.1480;0.0000;Tonne;8.000000;25.18;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;17a650435d6cd2cb8336e92455ebe434
1443793;V;1000001;INTERVAL;2025-2026;26/09/2025 02:00;September;2025;185;;BLF;BLF-INT0056991;1;ROBITAILLE ERIC;CREUSOT Régis;49465;GAEC DU PRE RICHARD;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;2.0390;0.0000;Tonne;8.000000;16.31;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;a569920214bfd675648995eb89f08839
1504566;V;1000001;INTERVAL;2025-2026;16/01/2026 01:00;January;2026;111;;BCCNF;BCCNF-INT1007362;1;BILLARD CHRISTOPHE;BOLLOTTE Benoit;11763;GAEC DU GRAND VERGER;41;INSECTICIDES;INSECT.BIOCONTROLE;20021475;TRICHOTOP MAX CAPSULE DRONE G1  DOSE;0.000000;0.0000;17.0000;0.0000;UNITE;38.500000;654.50;0;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;780de796fe9d13c73c61d72749e0a333
1504701;V;1000001;INTERVAL;2025-2026;16/01/2026 01:00;January;2026;111;;BCCF;BCCF-INT0013224;1;BILLARD CHRISTOPHE;BOLLOTTE Benoit;11486;GAEC DE LA FORET DE CHAUX;41;FONGICIDES;FONG.CEREALES T3;20019764;AZOXYSTAR 250 SC       5L;1.000000;0.0000;5.0000;0.0000;LITRE;16.300000;81.50;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;6831db0be3ce468f542ffeb0a81b11b5
1504459;V;1000001;INTERVAL;2025-2026;16/01/2026 01:00;January;2026;111;;BCCF;BCCF-INT0013199;1;BILLARD CHRISTOPHE;BOLLOTTE Benoit;13627;Mr THIERRY SENOT;41;HERBICIDES;HERB.CER.ANTIDICOTS;20020726;AURIOS                 100GR;0.500000;0.0000;2.0000;0.0000;UNITE;22.900000;45.80;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;15a4e0e70d045e84c49298db8900ac0a
1427440;V;1000001;INTERVAL;2025-2026;16/10/2025 02:00;October;2025;166;BCCF-INT0002817;BLNF;BLNF-INT0010502;1;SACCOMANI BENOIT;SACCOMANI Benoit;12122;Mr JEAN MARC JOLY;42;SEMENCES BLES;SEM. BLE HIVER;20021134;BLE SY ADMIRATION R1 VIGYM  25KG;0.150000;0.0000;2.8000;0.0000;Tonne;551.500000;1544.20;0;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;81ebcdca99d5dd80fce15a9f25597d5b
301063;V;1000001;INTERVAL;2021-2022;25/11/2021 01:00;November;2021;166;;BLF;1,111E+17;1;;;10158;EARL BARDOUX;41;HERBICIDES;HERB.AG OLEOPROT;20015915;KERB FLO               20L;1.800000;0.0000;40.0000;0.0000;LITRE;22.982000;919.28;1;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
1427981;V;1000001;INTERVAL;2025-2026;16/10/2025 02:00;October;2025;117;BCCF-INT0003862;BLNF;BLNF-INT0010542;1;MANDRET BENOIT;TISSOT Stéphane;2233;EARL DE LA MARNIERE;42;SEMENCES BLES;SEM. BLE HIVER;20021135;BLE SY ADMIRATION R1 VIGYM  600KG;0.150000;0.0000;0.6000;0.0000;Tonne;551.500000;330.90;0;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;a586c0e0395a70e8f2b2ac2418c880f1
1427986;V;1000001;INTERVAL;2025-2026;16/10/2025 02:00;October;2025;117;BCCF-INT0003862;BLNF;BLNF-INT0010542;1;MANDRET BENOIT;TISSOT Stéphane;2233;EARL DE LA MARNIERE;42;SEMENCES BLES;SEM. BLE HIVER;20021135;BLE SY ADMIRATION R1 VIGYM  600KG;0.150000;0.0000;2.4000;0.0000;Tonne;551.500000;1323.60;0;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;b2a0fb5a1d5cfc2e53e7f1b2b1167e8c
1429436;V;1000001;INTERVAL;2025-2026;17/10/2025 02:00;October;2025;166;BCCF-INT0002774;BLF;BLF-INT0053925;1;SACCOMANI BENOIT;SACCOMANI Benoit;11442;EARL DE LA FERRIERE;42;SEMENCES BLES;SEM. BLE HIVER;20021098;BLE KWS SPHERE R1 VIGYM  600KG;0.150000;0.0000;0.6000;0.0000;Tonne;551.500000;330.90;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;61bd4ee8382ded7a931b617d5d2ff2e4
1451472;V;1000001;INTERVAL;2025-2026;12/11/2025 01:00;November;2025;166;BCCF-INT0000312;BLNF;BLNF-INT0010899;1;MANDRET BENOIT;TISSOT Stéphane;1913;EARL CERES;40;ENGRAIS AZOTES;ENGRAIS AZOTE SOLIDE;20004495;UREE 46 GR 500KG;0.390000;0.4600;24.0000;0.0000;Tonne;462.500000;11100.00;0;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;763da085ad937c21a3e8a550c745290a
1489421;V;1000001;INTERVAL;2025-2026;05/01/2026 01:00;January;2026;134;;BCCNF;BCCNF-INT1007097;1;ROBITAILLE ERIC;LEPAGE Julien;5516;GAEC DE TOURNANS;43;NUTRITIONNELS ET SPECIALITES;HEPATHO / VIT;20022605;MIXAVIT SEAU        14KG          ;0.000000;0.0000;4.0000;0.0000;UNITE;159.000000;636.00;0;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;3d749c47e66601daa4f8d46edeee4439
1489530;V;1000001;INTERVAL;2025-2026;05/01/2026 01:00;January;2026;144;;BLF;BLF-INT0065608;1;ROBITAILLE ERIC;LEPAGE Julien;21319;Mr BENOIT FERRAND;43;NUTRITIONNELS ET SPECIALITES;A DELETE;20015294;MISTRAL  25KG;0.000000;0.0000;0.1000;0.0000;Tonne;1100.000000;110.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;0d9f7e2b4b6942c236e29151ab89f04f
1488473;V;1000001;INTERVAL;2025-2026;30/12/2025 01:00;December;2025;166;;BCCF;BCCF-INT0012293;1;SACCOMANI BENOIT;SACCOMANI Benoit;11932;EARL DU BONNIER;41;HERBICIDES;HERB.CER.ANTIDICOTS;20020726;AURIOS                 100GR;0.500000;0.0000;3.0000;0.0000;UNITE;22.900000;68.70;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;7604b73e74b5653f0fda90ae37422dd3
1489330;V;1000001;INTERVAL;2025-2026;05/01/2026 01:00;January;2026;121;;BCCF;BCCF-INT0012354;1;MANDRET BENOIT;TISSOT Stéphane;3333;Mr HERVE PARRET;41;HERBICIDES;HERB.CER.ANTIDICOTS;20004591;BOFIX                  20L;3.000000;0.0000;20.0000;0.0000;LITRE;11.600000;232.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;cc693691fdd14bcf0ca05c8e5754977c
1443731;V;1000001;INTERVAL;2025-2026;25/09/2025 02:00;September;2025;185;;BLF;BLF-INT0056975;1;ROBITAILLE ERIC;LEPAGE Julien;49596;GAEC DE LA VALLEE DE L'OGNON;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;4.0000;0.0000;Tonne;8.000000;32.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;fd8bc9eef44f83784a15696f973ab799
1444064;V;1000001;INTERVAL;2025-2026;03/10/2025 02:00;October;2025;185;;BLF;BLF-INT0057092;1;ROBITAILLE ERIC;LEPAGE Julien;17138;GAEC BRIE;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;2.9390;0.0000;Tonne;8.000000;23.51;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;f11001263be65220566bd2d6f4ab5ec3
1444065;V;1000001;INTERVAL;2025-2026;03/10/2025 02:00;October;2025;185;;BLF;BLF-INT0057092;1;ROBITAILLE ERIC;LEPAGE Julien;17138;GAEC BRIE;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;3.0200;0.0000;Tonne;8.000000;24.16;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;c2553ab4fc16bc5874be889221a028d2
1443700;V;1000001;INTERVAL;2025-2026;24/09/2025 02:00;September;2025;185;;BLF;BLF-INT0056942;1;ROBITAILLE ERIC;LEPAGE Julien;813;GAEC TOURNIER;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;5.9120;0.0000;Tonne;8.000000;47.30;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;f314ffc439e5c9041101fcdc6dc0472b
1443815;V;1000001;INTERVAL;2025-2026;29/09/2025 02:00;September;2025;185;;BLF;BLF-INT0056998;1;ROBITAILLE ERIC;LEPAGE Julien;3673;EARL SILVESTRE;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;3.5330;0.0000;Tonne;8.000000;28.26;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;2a407c8fea20ffefe030698b499268ce
1443335;V;1000001;INTERVAL;2025-2026;12/09/2025 02:00;September;2025;185;;BLF;BLF-INT0056812;1;ROBITAILLE ERIC;LEPAGE Julien;5625;EARL FLUSIN;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;5.0240;0.0000;Tonne;8.000000;40.19;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;547faf1d8a42e9772dbe684ba19b37f8
1503950;V;1000001;INTERVAL;2025-2026;15/01/2026 01:00;January;2026;117;;BCCF;BCCF-INT0013168;1;MANDRET BENOIT;TISSOT Stéphane;2178;GAEC DES CHAILLOTS;41;INSECTICIDES;INSEC.DU SOL;20018047;KARATE 0,4G            10KG;15.000000;0.0000;750.0000;0.0000;KILO;3.860000;2895.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;1ec040d74e4177b037740cd6a7af77d2
1443460;V;1000001;INTERVAL;2025-2026;16/09/2025 02:00;September;2025;185;;BLF;BLF-INT0056859;1;ROBITAILLE ERIC;LEPAGE Julien;49437;SCEA DES ETOILES;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;16.1870;0.0000;Tonne;8.000000;129.50;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;8b60b075632f80f4bb5e569089aa625f
1443510;V;1000001;INTERVAL;2025-2026;17/09/2025 02:00;September;2025;185;;BLF;BLF-INT0056878;1;ROBITAILLE ERIC;LEPAGE Julien;49596;GAEC DE LA VALLEE DE L'OGNON;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;3.1000;0.0000;Tonne;8.000000;24.80;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;9f24cf22c6b0f7286738ba5877f0a779
1470701;V;1000001;INTERVAL;2025-2026;12/11/2025 01:00;November;2025;185;;BLF;BLF-INT0060352;1;ROBITAILLE ERIC;LEPAGE Julien;16741;GAEC DE CHARMEY;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;2.9610;0.0000;Tonne;8.000000;23.69;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;8ae7fc7b1ca9e695fa7f72aea1b87bbd
1470702;V;1000001;INTERVAL;2025-2026;12/11/2025 01:00;November;2025;185;;BLF;BLF-INT0060352;1;ROBITAILLE ERIC;LEPAGE Julien;16741;GAEC DE CHARMEY;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;3.1500;0.0000;Tonne;8.000000;25.20;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;049748cfd7d97211f6aead2315a88f60
1461931;V;1000001;INTERVAL;2025-2026;06/11/2025 01:00;November;2025;185;;BLF;BLF-INT0060277;1;ROBITAILLE ERIC;LEPAGE Julien;15184;GAEC PRE D'ETALE;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;3.0660;0.0000;Tonne;8.000000;24.53;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;d5be49e43a17edc75e401a2e789ca925
301043;V;1000001;INTERVAL;2021-2022;16/11/2021 01:00;November;2021;145;;BLF;1,111E+17;1;MANDRET BENOIT;POTEY Maxime;1517;SCEA COGNIEZ;41;HERBICIDES;HERB.AG OLEOPROT;20015915;KERB FLO               20L;1.800000;0.0000;20.0000;0.0000;LITRE;22.982000;459.64;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;3457a0ff7011046976fc4a02c4df6956
301049;V;1000001;INTERVAL;2021-2022;15/11/2021 01:00;November;2021;105;;BLF;1,111E+17;1;;;13495;EARL DE LA CHAUNIERE;41;HERBICIDES;HERB.AG OLEOPROT;20015915;KERB FLO               20L;1.800000;0.0000;20.0000;0.0000;LITRE;22.275000;445.50;1;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
301062;V;1000001;INTERVAL;2021-2022;30/11/2021 01:00;November;2021;102;;BLF;1,111E+17;1;;;12271;GAEC DE CHEVANNY;41;HERBICIDES;HERB.AG OLEOPROT;20015915;KERB FLO               20L;1.800000;0.0000;20.0000;0.0000;LITRE;22.982000;459.64;1;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
301056;V;1000001;INTERVAL;2021-2022;25/11/2021 01:00;November;2021;102;;BLF;1,111E+17;1;;;11540;EARL GAIDOT Paul;41;HERBICIDES;HERB.AG OLEOPROT;20015915;KERB FLO               20L;1.800000;0.0000;20.0000;0.0000;LITRE;22.891000;457.82;1;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
301058;V;1000001;INTERVAL;2021-2022;10/11/2021 01:00;November;2021;102;;BLF;1,111E+17;1;;;10781;EARL DES BONNELLES;41;HERBICIDES;HERB.AG OLEOPROT;20015915;KERB FLO               20L;1.800000;0.0000;40.0000;0.0000;LITRE;22.982000;919.28;1;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
301069;V;1000001;INTERVAL;2021-2022;09/11/2021 01:00;November;2021;166;;BLF;1,111E+17;1;;;11923;EARL GUYET;41;HERBICIDES;HERB.AG OLEOPROT;20015915;KERB FLO               20L;1.800000;0.0000;80.0000;0.0000;LITRE;22.982000;1838.56;1;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
790242;V;1000001;INTERVAL;2023-2024;15/04/2024 02:00;April;2024;166;;BLF;1,111E+17;1;SACCOMANI BENOIT;SACCOMANI Benoit;10466;EARL BOUFFAUT;41;HERBICIDES;HERB.CER.ANTIGRAMMINEE;20019273;AXIAL PRATIC           5L;1.200000;0.0000;5.0000;0.0000;LITRE;42.818000;214.09;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;52cc8a6be7dd2d8dd1a7a7da0981abfb
1461938;V;1000001;INTERVAL;2025-2026;06/11/2025 01:00;November;2025;185;;BLF;BLF-INT0060279;1;ROBITAILLE ERIC;LEPAGE Julien;17138;GAEC BRIE;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;1.9610;0.0000;Tonne;8.000000;15.69;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;1cbd3185b559b0afbbaebd570dbd584a
1461939;V;1000001;INTERVAL;2025-2026;06/11/2025 01:00;November;2025;185;;BLF;BLF-INT0060279;1;ROBITAILLE ERIC;LEPAGE Julien;17138;GAEC BRIE;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;2.0420;0.0000;Tonne;8.000000;16.34;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;8f2d0958efeb63884cfa9672f9a8bf3d
1461940;V;1000001;INTERVAL;2025-2026;06/11/2025 01:00;November;2025;185;;BLF;BLF-INT0060279;1;ROBITAILLE ERIC;LEPAGE Julien;17138;GAEC BRIE;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;3.0400;0.0000;Tonne;8.000000;24.32;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;745474ea481ecddd32b83d0ab5c94566
1443712;V;1000001;INTERVAL;2025-2026;25/09/2025 02:00;September;2025;185;;BLF;BLF-INT0056962;1;ROBITAILLE ERIC;LEPAGE Julien;2431;GAEC DU HAUT DE VILLERS;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;2.0740;0.0000;Tonne;8.000000;16.59;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;4b4aa245d614cdd837804f0a90d663fc
1443910;V;1000001;INTERVAL;2025-2026;01/10/2025 02:00;October;2025;185;;BLF;BLF-INT0057043;1;ROBITAILLE ERIC;LEPAGE Julien;3924;GAEC LE COIN DU BOIS;43;MATERIEL ELEVAGE/PRESTATIONS;A DELETE;20006438;PRESTATION de FABRICATION            MR;0.000000;0.0000;2.5570;0.0000;Tonne;8.000000;20.46;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;89ef8d57dcc1d9e37db5ad9e6b2b19d2
1444402;V;1000001;INTERVAL;2025-2026;13/10/2025 02:00;October;2025;185;;BLF;BLF-INT0057191;1;ROBITAILLE ERIC;LEPAGE Julien;6397;GAEC DES GRANDS PRES;43;ALIMENT FABRIQUE;Formule Moulin Rouge (FMR);29481249;FMR-LAIT-23-0071;0.000000;0.0000;3.0590;0.0000;Tonne;328.643700;1005.32;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;f0d72cc82083086804786df35955b67b
1444419;V;1000001;INTERVAL;2025-2026;13/10/2025 02:00;October;2025;185;;BLF;BLF-INT0057199;1;ROBITAILLE ERIC;LEPAGE Julien;15184;GAEC PRE D'ETALE;43;ALIMENT FABRIQUE;Formule Moulin Rouge (FMR);29481328;FMR-LAIT-19-0101;0.000000;0.0000;4.6350;0.0000;Tonne;182.770000;847.14;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;4c50a35143f95422e7aefcb5aef6d3e0
1470823;V;1000001;INTERVAL;2025-2026;31/10/2025 01:00;October;2025;108;;BCCF;BCCF-INT0010858;1;BILLARD CHRISTOPHE;LACAILLE Bruno;13399;EARL DE LA RICHIA;40;ENGRAIS AZOTES;ENGRAIS AZOTE SOLIDE;20004494;UREE 46% GR ENGRAIS CE VRAC;0.000000;0.4600;1.5000;1.5000;Tonne;539.000000;808.50;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;e2233f907b07c55e59648c5cf7737095
1443533;V;1000001;INTERVAL;2025-2026;18/09/2025 02:00;September;2025;185;;BLF;BLF-INT0056888;1;ROBITAILLE ERIC;TOURNET Anais;10504;GAEC DES BOURGEONS;43;ALIMENT MINERAUX VITAMINES;INCORPO MR;20012207;SANTALMASH REPRO GR VRAC              MR;0.000000;0.0000;0.0410;0.0000;Tonne;1372.000000;56.25;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;4fe1c32f82b77a04996eb50d8bf0a0ae
1443534;V;1000001;INTERVAL;2025-2026;18/09/2025 02:00;September;2025;185;;BLF;BLF-INT0056888;1;ROBITAILLE ERIC;TOURNET Anais;10504;GAEC DES BOURGEONS;43;ALIMENT MINERAUX VITAMINES;INCORPO MR;20012207;SANTALMASH REPRO GR VRAC              MR;0.000000;0.0000;0.3640;0.0000;Tonne;1372.000000;499.41;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;749ac00bf188b2b8efe5d5971e977775
301173;V;1000001;INTERVAL;2021-2022;13/08/2021 02:00;August;2021;127;;BLF;1,111E+17;1;;;17207;SAS GIROUX;42;SEMENCES BLES;SEM. BLE HIVER;20015934;BLE FRUCTIDOR R1 VIG  600KG;0.150000;0.0000;6.0000;0.0000;Tonne;466.990000;2801.94;1;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
646073;V;1000001;INTERVAL;2022-2023;02/05/2023 02:00;May;2023;159;;BLF;1,111E+17;1;BONNEMAILLE ÉRIC;HUSSON Gaetan;49287;EARL BOUCARD FABIEN;40;ENGRAIS AZOTES;ENGRAIS AZOTE SOLIDE;20020711;26.00.00+32S03 EM  VRAC;0.690000;0.2600;1.8400;0.0000;Tonne;890.000000;1637.60;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;a312b1f06ea66f8cd5829a1ee58e1a23
645772;V;1000001;INTERVAL;2022-2023;05/05/2023 02:00;May;2023;184;;BLF;1,111E+17;1;BONNEMAILLE ÉRIC;HUSSON Gaetan;4948;GAEC BESANCON MARSOT;40;ENGRAIS AZOTES;ENGRAIS AZOTE SOLIDE;20006171;AMMONITRATE 27%  VRAC ENGRAIS CE;0.670000;0.2700;6.1000;0.0000;Tonne;750.000000;4575.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;0bebc6c11c0c279c4df1c2005631fc96
1470635;V;1000001;INTERVAL;2025-2026;10/11/2025 01:00;November;2025;185;;BLF;BLF-INT0060326;1;ROBITAILLE ERIC;TOURNET Anais;10504;GAEC DES BOURGEONS;43;ALIMENT MINERAUX VITAMINES;INCORPO MR;20012207;SANTALMASH REPRO GR VRAC              MR;0.000000;0.0000;0.3440;0.0000;Tonne;1372.000000;471.97;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;6fadaa39dae4bd5ce6f4ff605726f9af
1443941;V;1000001;INTERVAL;2025-2026;01/10/2025 02:00;October;2025;185;;BLF;BLF-INT0057055;1;ROBITAILLE ERIC;TOURNET Anais;43812;EARL LA MONTAGNETTE;43;ALIMENT MINERAUX VITAMINES;INCORPO MR;20012206;SANTALMASH MONTAGNE GR VRAC           MR;0.000000;0.0000;0.2010;0.0000;Tonne;1354.000000;272.15;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;c98481c25e897f225299d73351867bf3
1428743;V;1000001;INTERVAL;2025-2026;17/10/2025 02:00;October;2025;108;;BLF;BLF-INT0053734;1;BILLARD CHRISTOPHE;LACAILLE Bruno;13399;EARL DE LA RICHIA;41;HERBICIDES;HERB.AG OLEOPROT;20021001;QUICK 5% EC            5L;0.700000;0.0000;10.0000;0.0000;LITRE;16.410000;164.10;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;246be9b701d2f42ce53328ab287dffe1
